"X"|"profile_educ"|"profile_gender"|"profile_homeown"|"profile_hhincome"|"profile_marital"|"dem_age_r_x"|"profile_region9"|"pid_x"|"presapp_track"|"presapp_job"|"presapp_jobstr"|"presapp_job_x"|"presapp_econ"|"presapp_econstr"|"presapp_econ_x"|"presapp_foreign"|"presapp_foreignstr"|"presapp_foreign_x"|"presapp_health"|"presapp_healthstr"|"presapp_health_x"|"presapp_war"|"presapp_warstr"|"presapp_war_x"|"libcpre_self"|"libcpre_choose"|"libcpre_dpc"|"libcpre_rpc"|"libcpre_ptyd"|"libcpre_ptyr"|"libcpo_self"|"libcpo_selfch"|"libcpo_hdc"|"libcpo_hrc"|"paprofile_libcon_self"|"paprofile_libcon_pres"|"Party"
1754|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|70|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"6. Conservative"|"2. Liberal"|"5. Slightly conservative"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"2. Conservative"|"5. Slightly conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1755|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|55|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"2. Liberal"|"5. Slightly conservative"|"4. Moderate; middle of the road"|"6. Conservative"|"2. Liberal"|"-1. Inapplicable"|"-8. Don't know"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1756|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|39|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"7. Extremely conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"1. Extremely liberal"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"1. Extremely liberal"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1757|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|67|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1758|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|36|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"1. Extremely liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1759|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|52|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"-1. Inapplicable"|"2. Liberal"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1760|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|22|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"6. Conservative"|"3. Slightly liberal"|"5. Slightly conservative"|"4. Moderate; middle of the road"|"1. Liberal"|"-1. Inapplicable"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1761|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|56|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"5. Slightly conservative"|"1. Extremely liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1762|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|18|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"6. Conservative"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1763|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|53|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"1. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1764|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|41|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"7. Extremely conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1765|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|50|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"6. Conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"6. Conservative"|"3. Slightly liberal"|"5. Slightly conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1767|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|59|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1768|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|60|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"6. Conservative"|"3. Slightly liberal"|"7. Extremely conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"3. Slightly liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1769|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|64|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"5. Slightly conservative"|"1. Extremely liberal"|"4. Moderate; middle of the road"|"6. Conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1770|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|37|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"6. Conservative"|"-1. Inapplicable"|"6. Conservative"|"5. Slightly conservative"|"6. Conservative"|"4. Moderate; middle of the road"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1771|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|35|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1772|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|55|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"6. Conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"2. Conservative"|"2. Liberal"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1773|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|40|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"7. Extremely conservative"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"4. Moderate; middle of the road"|"1. Liberal"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1774|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|21|"-1. Inapplicable"|"6. Not very strong Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1776|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|71|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"3. Slightly liberal"|"-8. Don't know"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"5. Slightly conservative"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1777|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|56|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"3. Slightly liberal"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1780|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|68|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"6. Conservative"|"4. Moderate; middle of the road"|"7. Extremely conservative"|"2. Liberal"|"-1. Inapplicable"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1781|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|27|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"2. Liberal"|"2. Liberal"|"4. Moderate; middle of the road"|"2. Liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1782|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|55|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"1. Extremely liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1784|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|39|"-1. Inapplicable"|"2. Not very strong Democract"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"-8. Don't know"|"-8. Don't know"|"6. Conservative"|"1. Extremely liberal"|"6. Conservative"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1785|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|30|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"5. Slightly conservative"|"4. Moderate; middle of the road"|"2. Liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1786|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|22|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"6. Conservative"|"3. Slightly liberal"|"5. Slightly conservative"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"2. Conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1787|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|47|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"-1. Inapplicable"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1788|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|49|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"2. Conservative"|"6. Conservative"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1789|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|44|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"7. Extremely conservative"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"4. Moderate; middle of the road"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1790|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|24|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"4. Moderate; middle of the road"|"1. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1791|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|28|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"2. Conservative"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
